unnamed:_0.1,unnamed:_0,restaurant_name,restaurant_type,rate_out_of_5,num_of_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local_address
6420,6420,The Lantern Restaurant & Bar - The Ritz-Carlton...,"Fine Dining, Bar",4.3,430,35000,No,Yes,Chinese,Lavelle Road,Residency Road
6421,6421,The Lassi And Juice Park,"Beverage Shop, Dessert Parlor",3.8,28,1500,No,No,Juices,Banashankari,Banashankari
6422,6422,The Lassi Bar,Beverage Shop,3.7,42,3000,No,No,Beverages,"Byresandra,Tavarekere,Madiwala",BTM
6423,6423,The Lassi Park,Beverage Shop,3.8,37,2000,No,No,Juices,Frazer Town,Frazer Town
6424,6424,The Leela Cake Shop - The Leela Palace,Dessert Parlor,3.9,72,12000,No,No,Desserts,Indiranagar,Old Airport Road
6425,6425,The Lemon Grass Kitchen,Quick Bites,3.3,5,3000,No,No,Chinese,Electronic City,Electronic City
6426,6426,The Light House Restaurant,Casual Dining,4.2,53,5000,Yes,No,North Indian,New Bel Road,New BEL Road
6427,6427,The Lighthouse Cafe,Casual Dining,3.6,21,6500,No,No,American,Whitefield,Whitefield
6428,6428,The Litti Company,"Takeaway, Delivery",3.5,26,4000,Yes,No,Bihari,Whitefield,Whitefield
6429,6429,The Little Chef,Casual Dining,3.5,136,6000,No,No,North Indian,Hsr,HSR
6430,6430,The Little Kitchen,Quick Bites,3.3,4,3000,Yes,No,Chinese,"Byresandra,Tavarekere,Madiwala",JP Nagar
6431,6431,The Lobby Brew - Conrad Bengaluru,Cafe,3.8,24,22000,No,Yes,Cafe,Indiranagar,Ulsoor
6432,6432,The Lobby Lounge - Shangri-La Hotel,Cafe,3.8,56,20000,No,No,Cafe,Lavelle Road,Vasanth Nagar
6433,6433,The Lobby Lounge - The Ritz-Carlton,Casual Dining,4.1,28,20000,No,No,Beverages,Brigade Road,Residency Road
6434,6434,The Local,"Pub, Casual Dining",4.2,1196,14000,Yes,Yes,Finger Food,Kalyan Nagar,Kalyan Nagar
6435,6435,The Local - Burger Bar,"Pub, Casual Dining",3.8,152,15000,No,No,American,Koramangala 4Th Block,Koramangala 6th Block
6436,6436,The Local - Terrace Drinkery,"Pub, Casual Dining",4.0,1408,10000,No,No,Continental,Koramangala 4Th Block,Koramangala 6th Block
6437,6437,The London Curry House - The Royale Senate Hotel,"Casual Dining, Bar",4.5,3953,13000,No,No,Pizza,Malleshwaram,Race Course Road
6438,6438,The London Shakes,Beverage Shop,2.8,40,4000,Yes,No,Beverages,Koramangala 4Th Block,BTM
6439,6439,The Lounge - Eden Park Restaurants,Lounge,3.7,151,13500,No,Yes,North Indian,Basavanagudi,Jayanagar
6440,6440,The Lounge - The Chancery Pavilion,Casual Dining,3.7,34,20000,No,No,Chinese,Brigade Road,Residency Road
6441,6441,The Lovin' Oven Cakery,Bakery,3.5,11,5000,No,No,Bakery,Frazer Town,Banaswadi
6442,6442,The Mad Teapot,Cafe,4.1,287,8500,No,Yes,Cafe,Indiranagar,Indiranagar
6443,6443,The Magic Chef,Quick Bites,3.7,28,3000,No,No,North Indian,Electronic City,Electronic City
6444,6444,The Mangalorean,Casual Dining,4.1,229,5500,Yes,Yes,Konkan,Frazer Town,Kammanahalli
6445,6445,The Maori - Aurick Boutique Hotel,Casual Dining,3.5,44,10000,No,No,Chinese,Jayanagar,JP Nagar
6446,6446,The Marash,Dessert Parlor,4.3,62,2500,Yes,No,Turkish,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6447,6447,The Marina,Casual Dining,4.4,542,12000,No,No,Seafood,Indiranagar,Indiranagar
6448,6448,The Market - The Ritz-Carlton,Fine Dining,4.3,612,34000,No,Yes,North Indian,Brigade Road,Residency Road
6449,6449,The Meal Story,Casual Dining,4.1,262,7000,Yes,No,North Indian,Sarjapur Road,Sarjapur Road
6450,6450,The Midnight Kitchen,Delivery,3.8,72,2500,Yes,No,Continental,Koramangala 4Th Block,Koramangala 8th Block
6451,6451,The Milkshake Co And More,"Takeaway, Delivery",2.8,40,2500,Yes,No,Beverages,Electronic City,South Bangalore
6452,6452,The Milkshake Theory,Beverage Shop,2.8,40,4000,Yes,No,Beverages,Whitefield,Whitefield
6453,6453,The Mint Resto Bar,"Casual Dining, Bar",2.6,62,10000,No,Yes,North Indian,Marathahalli,Marathahalli
6454,6454,The Mirchi,"Takeaway, Delivery",3.3,22,4000,Yes,No,Chinese,Electronic City,Electronic City
6455,6455,The Modak,Quick Bites,3.6,18,4000,Yes,No,North Indian,Bellandur,Bellandur
6456,6456,The Momo Farm,Quick Bites,3.7,25,3000,Yes,No,Chinese,New Bel Road,Jalahalli
6457,6457,The Monalisa Restaurant,Quick Bites,3.3,4,3000,Yes,No,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6458,6458,The Mughal'S,Quick Bites,3.7,89,4000,Yes,No,Mughlai,Brigade Road,Frazer Town
6459,6459,The Munch Box,Quick Bites,2.8,40,3000,No,No,American,"Byresandra,Tavarekere,Madiwala",HSR
6460,6460,The Mylapore Cafe,Quick Bites,3.7,23,1500,No,No,South Indian,Koramangala 4Th Block,Koramangala 1st Block
6461,6461,The Nest - The Den Bengaluru,"Bar, Casual Dining",3.4,13,15000,No,No,Finger Food,Whitefield,"ITPL Main Road, Whitefield"
6462,6462,The Night King,"Takeaway, Delivery",3.3,4,4000,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
6463,6463,The Night Watch Express,"Takeaway, Delivery",3.0,53,5000,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
6464,6464,The North And South Restaurant,"Takeaway, Delivery",3.2,15,4000,Yes,No,North Indian,Brookefield,Whitefield
6465,6465,The Nosh House,Delivery,4.3,220,6000,Yes,No,American,Bellandur,Sarjapur Road
6467,6467,The Ocean Kitchen,Quick Bites,2.8,40,2000,No,No,North Indian,Bannerghatta Road,Bannerghatta Road
6468,6468,The Old Fashioned Bar,Bar,4.5,569,10000,No,Yes,Finger Food,Koramangala 4Th Block,Koramangala 6th Block
6469,6469,The Only Place,Casual Dining,4.2,2923,10000,Yes,Yes,Italian,Brigade Road,Church Street
6470,6470,The Onyx - The Hhi Select Bengaluru,Casual Dining,3.3,177,9500,No,No,North Indian,Bannerghatta Road,JP Nagar
6471,6471,The Open Box,"Casual Dining, Bar",4.2,2270,14000,Yes,Yes,European,Brigade Road,St. Marks Road
6472,6472,The Open Cafe,Cafe,3.7,15,5000,Yes,No,Cafe,"Byresandra,Tavarekere,Madiwala",HSR
6473,6473,The Orchard,Casual Dining,4.0,672,9000,Yes,Yes,North Indian,Malleshwaram,Sadashiv Nagar
6474,6474,The Orchid,Casual Dining,3.7,55,14000,No,No,North Indian,Rajajinagar,Majestic
6475,6475,The Oriental Spice - Ashraya Hotel,Casual Dining,3.8,159,13000,Yes,No,Chinese,Residency Road,Infantry Road
6476,6476,The Original Bistro,Casual Dining,4.1,71,6000,No,No,Italian,Kalyan Nagar,Kalyan Nagar
6477,6477,The Pakoda Shop,Delivery,3.4,12,1500,Yes,No,Street Food,Kalyan Nagar,Kalyan Nagar
6478,6478,The Pallavas ( Authentic Taste Of Southern Cuisine ),Quick Bites,3.7,24,4000,Yes,No,South Indian,Brookefield,Brookefield
6479,6479,The Pallet,"Microbrewery, Pub",4.5,2745,16000,No,Yes,Continental,Whitefield,Whitefield
6480,6480,The Pancake Story,Dessert Parlor,4.6,117,3000,Yes,No,Desserts,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
6481,6481,The Paramount Hotel,Casual Dining,2.9,319,10000,Yes,No,North Indian,Indiranagar,Domlur
6482,6482,The Paratha Company,Delivery,4.2,402,4000,Yes,No,North Indian,Brookefield,Whitefield
6483,6483,The Paratha Stories,Delivery,3.3,35,4000,Yes,No,North Indian,Bellandur,Koramangala 1st Block
6484,6484,The Paratha Studio,Quick Bites,2.8,40,2000,No,No,North Indian,Sarjapur Road,Bellandur
6485,6485,The Park East 01,Casual Dining,3.8,53,7500,No,No,North Indian,Malleshwaram,Race Course Road
6486,6486,The Park Inn Restaurant,Quick Bites,3.0,18,4500,No,No,North Indian,Bannerghatta Road,Bannerghatta Road
6487,6487,The Parotta Master,Delivery,2.9,43,4000,Yes,No,South Indian,Indiranagar,Jeevan Bhima Nagar
6488,6488,The Parrot House,Quick Bites,2.8,40,2000,No,No,North Indian,Whitefield,Whitefield
6489,6489,The Pastry House,Bakery,3.8,60,4000,Yes,No,Bakery,Electronic City,Electronic City
6490,6490,The Pastry Inn,Bakery,3.5,24,3000,Yes,No,Bakery,Malleshwaram,Sanjay Nagar
6491,6491,The Pavillion,Casual Dining,2.7,43,10000,No,No,North Indian,Bannerghatta Road,JP Nagar
6492,6492,The Perfect Stop,Quick Bites,3.5,11,3000,No,No,Italian,Lavelle Road,Shanti Nagar
6493,6493,The Permit Room,"Casual Dining, Bar",4.5,1573,15000,No,No,South Indian,Brigade Road,Brigade Road
6494,6494,The Persian Terrace - Sheraton Grand Bangalore Hotel...,Fine Dining,4.2,563,25000,No,Yes,Lebanese,Malleshwaram,Malleshwaram
6495,6495,The Pipe Rack,Casual Dining,3.7,38,7000,No,No,Cafe,Kammanahalli,Kalyan Nagar
6496,6496,The Pizza Bakery,Casual Dining,4.8,1724,12000,Yes,Yes,Italian,Indiranagar,Indiranagar
6497,6497,The Pizzeria,Casual Dining,2.8,45,8000,Yes,No,Pizza,Banashankari,Banashankari
6498,6498,The Platonic Cafe,Cafe,2.8,40,5000,Yes,No,Cafe,Electronic City,Electronic City
6499,6499,The Podium Sports Bar,Bar,3.8,24,12000,No,No,Finger Food,Brookefield,Marathahalli
6500,6500,The Pump House,Microbrewery,4.3,680,15000,No,No,Continental,Jp Nagar,JP Nagar
6501,6501,The Punjabi,Casual Dining,2.9,32,5500,Yes,No,North Indian,Bellandur,Bellandur
6502,6502,The Punjabi Bites,Quick Bites,3.9,82,1500,No,No,North Indian,Indiranagar,Old Airport Road
6503,6503,The Punjabi Park,Casual Dining,3.5,31,5000,Yes,No,North Indian,Whitefield,Whitefield
6504,6504,The Punjabi Rasoi,Casual Dining,2.8,40,8000,No,No,North Indian,Bannerghatta Road,JP Nagar
6505,6505,The Purple Pan,Casual Dining,4.1,500,6000,Yes,No,North Indian,Malleshwaram,Rajajinagar
6506,6506,The Raj Pavilion - Itc Windsor,Fine Dining,4.2,371,24000,No,Yes,North Indian,Malleshwaram,Sankey Road
6507,6507,The Rasaganga,Casual Dining,3.6,409,5000,Yes,No,South Indian,Sarjapur Road,Bellandur
6508,6508,The Rasoi,Casual Dining,3.7,33,6500,No,No,North Indian,Malleshwaram,Seshadripuram
6509,6509,The Rasoiya Street,Casual Dining,4.1,1318,8000,Yes,Yes,North Indian,"Byresandra,Tavarekere,Madiwala",HSR
6510,6510,The Red Lantern,Casual Dining,3.7,82,8000,Yes,No,Chinese,Kammanahalli,Banaswadi
6511,6511,The Red Tandoor,Quick Bites,3.2,6,4000,Yes,No,Chinese,Marathahalli,Marathahalli
6512,6512,The Rendezvous,Casual Dining,3.7,483,8000,Yes,No,Continental,"Byresandra,Tavarekere,Madiwala",Koramangala 4th Block
6513,6513,The Rennan'S Cafe,Quick Bites,2.9,48,2500,Yes,No,Chinese,Frazer Town,Kammanahalli
6514,6514,The Reservoire,"Bar, Casual Dining",4.5,2540,13000,No,Yes,Continental,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6515,6515,The Restaurant,Casual Dining,3.7,23,12000,No,No,Continental,Brookefield,Marathahalli
6516,6516,The Restaurant - Coorg,Casual Dining,4.3,504,11000,No,Yes,South Indian,Indiranagar,Indiranagar
6517,6517,The Retro,Quick Bites,3.2,47,3000,Yes,No,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
6518,6518,The Rice Bowl,"Casual Dining, Bar",4.3,500,13000,Yes,Yes,Chinese,Brigade Road,Lavelle Road
6519,6519,The Rice Company,Delivery,2.8,40,5000,No,No,North Indian,Marathahalli,Marathahalli
6520,6520,The Rich Crust,Cafe,3.8,43,6000,Yes,No,Cafe,New Bel Road,Sahakara Nagar
6521,6521,The Rig,"Microbrewery, Casual Dining",4.3,1585,15000,No,Yes,Continental,Bellandur,Sarjapur Road
6522,6522,The Ritz-Carlton Bar - The Ritz-Carlton,Lounge,4.0,93,20000,No,No,Finger Food,Brigade Road,Residency Road
6523,6523,The Roastery,Cafe,4.3,167,5000,No,No,Cafe,Kalyan Nagar,Kalyan Nagar
6524,6524,The Rogue Elephant,Casual Dining,4.3,1037,10000,No,Yes,Desserts,Basavanagudi,Basavanagudi
6525,6525,The Rolling Pin,"Bakery, Dessert Parlor",4.0,74,4000,No,No,Bakery,Indiranagar,Indiranagar
6526,6526,The Rooftop,Casual Dining,3.3,4,10000,No,No,North Indian,Brigade Road,St. Marks Road
6527,6527,The Royal Corner - Pai Viceroy,Casual Dining,4.2,815,9000,Yes,Yes,North Indian,Banashankari,Jayanagar
6528,6528,The Salad Studio,Cafe,4.0,107,4000,Yes,No,Cafe,Bellandur,Bellandur
6529,6529,The Salt Grill - Hilton Bangalore Embassy Golflinks,Fine Dining,4.1,94,30000,No,Yes,European,Koramangala 4Th Block,Domlur
6530,6530,The Sanctuary,Cafe,3.9,61,4500,No,No,Cafe,Frazer Town,Banaswadi
6531,6531,The Sandesh Factory,Sweet Shop,3.2,4,1500,No,No,Mithai,Bannerghatta Road,Bannerghatta Road
6532,6532,The Sandwich Club,Quick Bites,3.9,88,2500,Yes,No,Fast Food,"Byresandra,Tavarekere,Madiwala",HSR
6533,6533,The Second Wife,Casual Dining,3.7,68,8000,Yes,No,South Indian,Kalyan Nagar,Hennur
6534,6534,The Shake Factory Originals,"Beverage Shop, Quick Bites",3.3,8,2000,No,No,Beverages,Bannerghatta Road,Bannerghatta Road
6535,6535,The Shawarma Inc,Quick Bites,3.3,94,2000,Yes,No,Arabian,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6536,6536,The Shawarma Shop,Quick Bites,2.8,40,2500,No,No,Arabian,Hsr,Koramangala 4th Block
6537,6537,The Sip Shop,Quick Bites,2.8,40,2000,Yes,No,Pizza,Banashankari,Basavanagudi
6538,6538,The Sky Lounge - Tamarind Hospitality,Bar,3.7,40,12000,No,No,North Indian,Kalyan Nagar,Banaswadi
6539,6539,The Smoke Co.,Casual Dining,4.3,516,25000,Yes,Yes,American,"Byresandra,Tavarekere,Madiwala",Koramangala 6th Block
6540,6540,The Sofraah Kebabs & Kurries - Eden Park Restaurants,Casual Dining,3.8,176,13500,No,Yes,North Indian,Jayanagar,Jayanagar
6541,6541,The Souk,Cafe,3.7,66,8000,Yes,No,Cafe,Brigade Road,Ulsoor
6542,6542,The South,Quick Bites,3.7,21,2000,No,No,South Indian,Whitefield,Whitefield
6543,6543,The Spice Bazaar,"Casual Dining, Bar",4.2,332,10000,No,Yes,North Indian,Brigade Road,Lavelle Road
6544,6544,The Spice Box,Casual Dining,3.6,30,8000,No,No,North Indian,Indiranagar,Old Airport Road
6545,6545,The Spice Factory,Casual Dining,3.1,29,5500,Yes,No,North Indian,Hsr,HSR
6546,6546,The Spice Pavillion,Casual Dining,3.7,125,6000,Yes,No,North Indian,Brookefield,Marathahalli
6547,6547,The Spice Saga,Casual Dining,3.7,124,7500,Yes,No,Biryani,Banashankari,Kumaraswamy Layout
6548,6548,The Spicy Kitchen,Quick Bites,3.1,17,3000,Yes,No,Arabian,Old Airport Road,Thippasandra
6549,6549,The Square - Novotel,Fine Dining,4.3,760,25000,No,Yes,Continental,Bellandur,Marathahalli
6550,6550,The Square Table,Casual Dining,4.2,560,10000,Yes,Yes,North Indian,Brookefield,Whitefield
6551,6551,The Story Wall Bistro,Casual Dining,3.7,18,6000,No,No,Italian,Kalyan Nagar,Banaswadi
6552,6552,The Street Kitchen,Quick Bites,3.7,16,3000,Yes,No,North Indian,Malleshwaram,New BEL Road
6553,6553,The Studio Bar,Lounge,4.0,775,14000,No,No,Italian,Malleshwaram,Malleshwaram
6554,6554,The Studio Cafe,Cafe,3.8,20,4000,No,No,Cafe,Basavanagudi,Jayanagar
6555,6555,The Sugar Factory - Le Meridien,Club,3.9,628,20000,No,No,Finger Food,Lavelle Road,Sankey Road
6556,6556,The Sugar Fairy,Bakery,4.3,241,1000,No,No,Bakery,Frazer Town,Frazer Town
6557,6557,The Sugar Therapy,"Dessert Parlor, Bakery",3.8,25,5000,No,No,Desserts,Brigade Road,Richmond Road
6558,6558,The Sweet Spot,Dessert Parlor,4.0,157,3000,No,No,Desserts,Koramangala 4Th Block,Koramangala 6th Block
6559,6559,The Table,Bakery,3.8,42,4000,Yes,No,Bakery,Old Airport Road,Indiranagar
6560,6560,The Taj Hotel,Quick Bites,3.5,12,3500,No,No,Biryani,Basavanagudi,City Market
6561,6561,The Tandoori Chai,Quick Bites,3.9,60,4000,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",HSR
6562,6562,The Tao Terraces,Casual Dining,3.9,1937,21000,Yes,Yes,Thai,Lavelle Road,MG Road
6563,6563,The Taste Adda,Quick Bites,2.8,40,2000,No,No,North Indian,Brigade Road,Ulsoor
6564,6564,The Taste Players,Casual Dining,3.7,51,5000,Yes,No,North Indian,Whitefield,Whitefield
6565,6565,The Teal Door Cafe,Cafe,4.2,1852,8000,Yes,No,Cafe,Indiranagar,Indiranagar
6566,6566,The Terminus - The Oterra,Lounge,4.0,119,25000,No,Yes,Finger Food,Electronic City,Electronic City
6567,6567,The Terrace At Gilly'S Redefined,"Microbrewery, Casual Dining",4.5,905,14000,No,Yes,Continental,Koramangala 6Th Block,Koramangala 4th Block
6568,6568,The Terrace At Windmills Craftworks,Casual Dining,4.1,450,18000,No,No,North Indian,Brookefield,Whitefield
6569,6569,The Thali Company,"Takeaway, Delivery",3.3,7,6000,No,No,North Indian,Hsr,HSR
6570,6570,The Thickshake Factory,Beverage Shop,2.8,19,3500,Yes,No,Beverages,Brigade Road,Cunningham Road
6571,6571,The Three Dragons,Delivery,3.3,5,4000,No,No,Chinese,Electronic City,Electronic City
6572,6572,The Tiffin Express,Quick Bites,2.6,16,2500,No,No,South Indian,Koramangala 4Th Block,Koramangala 4th Block
6573,6573,The Timber Times Cafe,Cafe,3.2,4,4000,No,No,Cafe,Malleshwaram,Malleshwaram
6574,6574,The Tiny Taproom,"Bar, Casual Dining",2.8,40,8000,No,No,South Indian,Indiranagar,Indiranagar
6575,6575,The Tower Of Pizza,Quick Bites,2.9,16,5000,No,No,Pizza,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6576,6576,The Trundle,Casual Dining,3.7,133,7000,Yes,No,Chinese,Banashankari,Jayanagar
6577,6577,The Tucck Box,Quick Bites,3.4,7,3000,No,No,Chinese,Jp Nagar,JP Nagar
6578,6578,The Twenty Handmade Chocolates,Confectionery,3.8,30,3000,Yes,No,Desserts,Hsr,HSR
6579,6579,The Twisted Desi,Casual Dining,2.8,40,10000,Yes,Yes,Continental,Frazer Town,Indiranagar
6580,6580,The Underground Gastropub,Pub,3.0,37,10000,No,No,Finger Food,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6581,6581,The Underpass Pub & Grub,"Pub, Casual Dining",4.0,720,15000,No,Yes,Finger Food,Jp Nagar,JP Nagar
6582,6582,The Upper Deck - Raaj Residency,Casual Dining,3.6,35,8000,Yes,No,North Indian,Basavanagudi,Basavanagudi
6583,6583,The Urban Roof,Casual Dining,3.6,80,8000,Yes,No,Italian,Kammanahalli,Kalyan Nagar
6584,6584,The Us Burger,Quick Bites,3.0,13,1500,No,No,Fast Food,Electronic City,Electronic City
6585,6585,The Vacationer'S Cafe,Cafe,4.1,306,6000,Yes,No,Cafe,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
6586,6586,The Vape,Casual Dining,4.0,600,8000,Yes,No,Asian,Bellandur,HSR
6587,6587,The Velu'S,Kiosk,3.6,12,2000,No,No,Fast Food,Indiranagar,Domlur
6588,6588,The Village Hotel,Quick Bites,3.5,14,4500,Yes,No,Kerala,"Byresandra,Tavarekere,Madiwala",HSR
6589,6589,The Village Restaurant,Quick Bites,3.0,9,2000,No,No,North Indian,Whitefield,Whitefield
6590,6590,The Vintage Cafe,Cafe,3.0,62,4000,Yes,No,Cafe,Banashankari,Banashankari
6591,6591,The Waffcake Legacy,Dessert Parlor,4.0,167,3500,Yes,No,Desserts,Brookefield,Marathahalli
6592,6592,The Waffle Press,Dessert Parlor,4.2,122,4000,Yes,No,Desserts,Mg Road,St. Marks Road
6593,6593,The Waffle Street,"Quick Bites, Dessert Parlor",3.9,46,3000,Yes,No,Continental,"Byresandra,Tavarekere,Madiwala",HSR
6594,6594,The Waffle Yard,"Dessert Parlor, Quick Bites",4.2,149,3000,No,No,Desserts,New Bel Road,New BEL Road
6595,6595,The Waffles Hut,Dessert Parlor,3.6,17,4000,Yes,No,Desserts,Malleshwaram,Malleshwaram
6596,6596,The Waverly Express,Cafe,3.5,12,6500,No,No,Cafe,Whitefield,Whitefield
6597,6597,The Whiskey Bar,Bar,3.7,43,28000,No,Yes,Finger Food,Brigade Road,Race Course Road
6598,6598,The White Room - Coffee & Kitchen,Cafe,4.0,1701,10000,No,Yes,Cafe,Brigade Road,Church Street
6599,6599,The Whitefield Arms Pub & Microbrewery,"Pub, Microbrewery",4.2,1113,16000,Yes,Yes,British,Whitefield,Whitefield
6600,6600,The Wicked Cup,Cafe,3.9,56,3500,No,No,Cafe,Hsr,HSR
6601,6601,The Wok,Food Court,2.8,89,5000,Yes,No,Chinese,Brookefield,Whitefield
6602,6602,The Wok Shop,Quick Bites,3.4,7,5000,Yes,No,Asian,Brigade Road,Ulsoor
6603,6603,The World Cafe,Cafe,3.8,31,6000,No,No,Cafe,Malleshwaram,Malleshwaram
6604,6604,The Yellow Chilli,Casual Dining,3.8,583,12000,Yes,Yes,North Indian,Jayanagar,Jayanagar
6605,6605,The Yellow Submarine,"Microbrewery, Casual Dining",4.4,2075,12000,No,Yes,Continental,Jp Nagar,Bannerghatta Road
6606,6606,The Yellow Tuk-Tuk Cafe,Cafe,3.6,16,5000,No,No,Cafe,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6607,6607,The Yogisthaan Cafe,Cafe,4.1,60,6000,Yes,No,Cafe,"Byresandra,Tavarekere,Madiwala",Koramangala 2nd Block
6608,6608,The Yummy Box,Quick Bites,3.8,28,2000,Yes,No,North Indian,Marathahalli,Marathahalli
6609,6609,The Yummy Tummy,Quick Bites,3.5,13,2000,No,No,North Indian,Bannerghatta Road,Bannerghatta Road
6610,6610,The Zaika Of Banaras,Quick Bites,3.3,26,3500,Yes,No,North Indian,Marathahalli,Marathahalli
6611,6611,Theeram Restaurant,Quick Bites,3.8,46,4000,Yes,No,North Indian,Sarjapur Road,Sarjapur Road
6612,6612,Thejas Bhavan,Quick Bites,3.5,27,4000,Yes,No,North Indian,Bannerghatta Road,Bannerghatta Road
6613,6613,Thericebowl.In,Takeaway,3.4,19,2000,Yes,No,Biryani,Bannerghatta Road,BTM
6614,6614,Therpup - A Dog Cafe,Cafe,4.2,1012,7000,No,No,Cafe,Whitefield,Whitefield
6615,6615,Thindi Mane,Quick Bites,3.4,6,3000,No,No,South Indian,Jp Nagar,JP Nagar
6616,6616,Thindi Palace,Casual Dining,3.1,61,6000,No,No,North Indian,Rajajinagar,Basaveshwara Nagar
6617,6617,Third Wave Coffee Roasters,Cafe,2.8,40,8000,No,No,Cafe,Brookefield,Whitefield
6618,6618,Third Wave Coffee Roasters @ The Bohemian House,Cafe,2.8,40,8000,No,No,Cafe,Lavelle Road,Richmond Road
6619,6619,Thirsty Tiger,"Bar, Casual Dining",3.5,51,13000,No,Yes,Continental,Bannerghatta Road,JP Nagar
6620,6620,Thiruvithamkoor Restaurant,Quick Bites,3.3,294,4000,Yes,No,Kerala,Bellandur,Sarjapur Road
6621,6621,This Cafe Has No Name Cafe,Cafe,3.2,79,5000,Yes,No,Cafe,Electronic City,Electronic City
6622,6622,Thom'S Bakery,"Bakery, Quick Bites",4.1,211,2000,No,No,Bakery,Brigade Road,Frazer Town
6623,6623,Thomson'S Bakery,Bakery,3.5,7,3000,No,No,Bakery,Frazer Town,Frazer Town
6624,6624,Thottathil Restaurant,Quick Bites,3.8,69,3000,No,No,Kerala,"Byresandra,Tavarekere,Madiwala",BTM
6625,6625,Thran,Casual Dining,4.2,308,13000,No,Yes,Korean,Kalyan Nagar,Kalyan Nagar
6626,6626,Thran Bakery,Bakery,3.6,8,6000,No,No,Bakery,Kalyan Nagar,Kalyan Nagar
6627,6627,Three Dots & A Dash,"Bar, Casual Dining",4.3,1196,15000,No,Yes,European,Bannerghatta Road,JP Nagar
6628,6628,Thrilok Restaurant,Quick Bites,3.4,9,3500,No,No,Mangalorean,Banashankari,Banashankari
6629,6629,Throwback - Pub & Dine,"Bar, Casual Dining",3.9,234,10000,No,No,Italian,Brigade Road,Langford Town
6630,6630,Thrupthi Restaurant,Quick Bites,3.4,15,1500,No,No,Kerala,Bannerghatta Road,Bannerghatta Road
6632,6632,Thunder Fried Chicken,Quick Bites,3.6,179,3500,Yes,No,North Indian,Indiranagar,Jeevan Bhima Nagar
6633,6633,T-Hut Cafe,Quick Bites,3.6,21,3000,Yes,No,Chinese,Kalyan Nagar,Banaswadi
6634,6634,Thyme & Whisk,Casual Dining,2.8,40,8000,Yes,No,Asian,Basavanagudi,Jayanagar
6635,6635,Tiamo - Conrad Bengaluru,Fine Dining,4.2,139,25000,No,Yes,Italian,Indiranagar,Ulsoor
6636,6636,Tibbs Frankie,Quick Bites,2.9,17,2000,No,No,Street Food,Whitefield,Whitefield
6637,6637,Tibetan Kitchen,Quick Bites,4.3,245,6000,Yes,No,Tibetan,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6638,6638,Tibetan Mother'S Kitchen,Casual Dining,4.0,957,5000,Yes,No,Tibetan,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
