unnamed:_0.1,unnamed:_0,restaurant_name,restaurant_type,rate_out_of_5,num_of_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local_address
3781,3781,Mandya Umesh Nati Style Hotel,Quick Bites,3.4,7,3500,No,No,South Indian,Marathahalli,Marathahalli
3782,3782,Mane Holige,"Sweet Shop, Quick Bites",4.3,141,2000,No,No,Mithai,Basavanagudi,Jayanagar
3783,3783,Mane Thindi,Quick Bites,3.7,130,2000,No,No,South Indian,Banashankari,Banashankari
3784,3784,Mangala Hotel,Quick Bites,2.8,40,1000,No,No,South Indian,Bellandur,Sarjapur Road
3785,3785,Mangalore Kitchen,Quick Bites,3.8,42,5000,Yes,No,North Indian,Rajajinagar,Vijay Nagar
3786,3786,Mangalore Lunch Home,Quick Bites,3.1,33,3000,Yes,No,Mangalorean,Kalyan Nagar,HBR Layout
3787,3787,Mangalore Pearl,Casual Dining,3.8,242,6500,Yes,No,Mangalorean,Banashankari,Jayanagar
3788,3788,Mangalore Pearl - Seafood Restaurant,Casual Dining,4.3,94,5500,Yes,No,Mangalorean,Brigade Road,Ulsoor
3789,3789,Mango Greens,Casual Dining,3.9,48,9000,No,Yes,North Indian,Bannerghatta Road,JP Nagar
3790,3790,Mango Tree Grand,Quick Bites,3.8,112,7000,Yes,No,Andhra,Bellandur,Bellandur
3791,3791,Mango Tree- The Beer Garden,Casual Dining,4.1,1320,12000,Yes,Yes,North Indian,Bannerghatta Road,JP Nagar
3792,3792,Manifest Cafe,Casual Dining,3.5,10,5000,No,No,South Indian,Banashankari,Banashankari
3793,3793,Mani'S Dum Biryani,Casual Dining,3.5,119,7500,Yes,No,Biryani,Kalyan Nagar,Kalyan Nagar
3794,3794,Manjit Da Dhaba,Quick Bites,4.3,783,3000,Yes,No,North Indian,Brigade Road,Frazer Town
3795,3795,Manju'S Kitchen,Quick Bites,3.3,13,2000,Yes,No,Biryani,Indiranagar,Indiranagar
3796,3796,Manjushree Upahara,Quick Bites,3.8,31,1500,Yes,No,South Indian,Bannerghatta Road,Bannerghatta Road
3797,3797,Manjushree Veg,Quick Bites,3.5,10,1500,No,No,South Indian,Bannerghatta Road,Bannerghatta Road
3798,3798,Manshi Paratha & Pav Bhaji,"Takeaway, Delivery",3.2,6,1500,Yes,No,North Indian,Hsr,HSR
3799,3799,Mantap Ice Cream,Dessert Parlor,3.5,7,2000,No,No,Desserts,Lavelle Road,Majestic
3800,3800,Map- My Appetite Place,"Takeaway, Delivery",3.8,29,6000,Yes,No,North Indian,Bellandur,HSR
3801,3801,Marahaba,Quick Bites,3.0,7,4000,Yes,No,Arabian,"Byresandra,Tavarekere,Madiwala",Koramangala 6th Block
3802,3802,Maraheb Restaurant,Casual Dining,4.2,219,10000,Yes,No,Arabian,Kalyan Nagar,Kalyan Nagar
3803,3803,Marakachi,Casual Dining,3.7,82,6000,Yes,No,Chettinad,Kammanahalli,Kalyan Nagar
3804,3804,Maratha Darshan,Quick Bites,4.0,107,4000,No,No,Maharashtrian,Brigade Road,Cunningham Road
3805,3805,Marathi Biriyani House,Quick Bites,3.3,6,3000,Yes,No,South Indian,Brigade Road,Frazer Town
3806,3806,Maravanthe,Casual Dining,3.5,12,6500,Yes,No,Mangalorean,Brigade Road,Brigade Road
3807,3807,Marenahalli Donne Biriyani,Quick Bites,3.9,259,3000,Yes,No,Biryani,Basavanagudi,JP Nagar
3808,3808,Marhaba,Casual Dining,3.6,42,6000,Yes,No,Arabian,Kalyan Nagar,Nagawara
3809,3809,Maria Taste Circle,Casual Dining,3.9,666,4500,Yes,No,South Indian,Brookefield,Marathahalli
3810,3810,Maria'S Goan Kitchen,Casual Dining,3.9,391,7500,Yes,No,Goan,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
3811,3811,Marigold Fine Dine Restaurant,Casual Dining,4.0,288,15000,No,Yes,Continental,Brookefield,Whitefield
3812,3812,Mark,"Takeaway, Delivery",3.7,36,5000,Yes,No,Andhra,Hsr,HSR
3813,3813,Market Table,Cafe,4.5,546,9000,No,Yes,Cafe,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
3814,3814,Marley'S Bistro,Casual Dining,3.9,93,4000,Yes,No,Continental,Electronic City,Electronic City
3815,3815,Marmaris,Quick Bites,3.8,76,3000,No,No,North Indian,Electronic City,Electronic City
3816,3816,Mars Chicken Delight,Casual Dining,3.7,107,5000,No,No,North Indian,Koramangala 4Th Block,Koramangala 1st Block
3817,3817,Martino'S,Quick Bites,3.6,30,3500,No,No,Italian,Koramangala 4Th Block,Koramangala 1st Block
3818,3818,Marunadan Kada,Quick Bites,3.3,6,2500,No,No,Kerala,"Byresandra,Tavarekere,Madiwala",BTM
3819,3819,Maruthi Davangere Benne Dosa,Quick Bites,4.0,17,1500,Yes,No,South Indian,Banashankari,Banashankari
3821,3821,Marwa Family Restaurant,Quick Bites,3.0,8,5000,No,No,North Indian,Electronic City,Electronic City
3822,3822,Marwa Restaurant,Casual Dining,3.5,551,6000,Yes,Yes,North Indian,Bannerghatta Road,Bannerghatta Road
3823,3823,Marwari Basa,Quick Bites,3.1,26,3000,Yes,No,Rajasthani,Bellandur,Bellandur
3824,3824,Mary Cafe,Quick Bites,3.3,17,1500,No,No,Chinese,Indiranagar,Thippasandra
3825,3825,Marzipan @ The Bohemian House,Cafe,4.2,49,7000,Yes,No,Cafe,Basavanagudi,Richmond Road
3826,3826,Marzipan Cafe & Bakery,"Cafe, Bakery",4.2,430,7000,Yes,No,Cafe,Indiranagar,Ulsoor
3827,3827,Masala Central,Quick Bites,3.7,74,3000,Yes,No,North Indian,Brigade Road,Frazer Town
3828,3828,Masala Chai,"Beverage Shop, Quick Bites",4.1,191,2500,Yes,No,Beverages,Brookefield,Whitefield
3829,3829,Masala Dani - The Paul,Casual Dining,3.7,56,18000,No,No,Mughlai,Indiranagar,Domlur
3830,3830,Masala Kitchen,Casual Dining,3.0,4,7000,No,No,North Indian,Lavelle Road,Brigade Road
3831,3831,Masala Klub - The Taj West End,Fine Dining,4.4,309,40000,No,Yes,North Indian,Church Street,Race Course Road
3832,3832,Masala Oota,Quick Bites,3.6,79,5000,Yes,No,South Indian,Brigade Road,Residency Road
3833,3833,Masala Secret Eat Wow,Quick Bites,3.6,14,3000,Yes,No,Street Food,Hsr,HSR
3834,3834,Masale Daan,Delivery,3.1,4,3500,Yes,No,North Indian,Banashankari,Banashankari
3835,3835,Mast Biryani - Fresh Indian Kitchen,Casual Dining,3.5,254,5000,No,No,Biryani,Marathahalli,Marathahalli
3836,3836,Mast Biryani - Night Express,Delivery,3.5,17,5000,No,No,North Indian,Marathahalli,East Bangalore
3837,3837,Mast Kalandar,Casual Dining,2.1,337,4500,No,No,North Indian,Bellandur,Bellandur
3838,3838,Mast Punjabi,Quick Bites,2.6,231,4000,Yes,No,North Indian,Banashankari,Kumaraswamy Layout
3839,3839,Mast Punjabi Spice,"Takeaway, Delivery",2.9,34,4000,Yes,No,North Indian,Electronic City,Electronic City
3840,3840,Master Brothers,Bakery,3.3,7,4500,Yes,No,Desserts,Brookefield,Whitefield
3841,3841,Master Chifoo,Casual Dining,3.9,55,8000,Yes,No,Chinese,Brookefield,Marathahalli
3842,3842,Masti Masala,Quick Bites,4.0,397,4500,Yes,No,North Indian,Malleshwaram,Rajajinagar
3843,3843,Mathsya Darshini,Quick Bites,3.2,57,3500,No,No,Seafood,Brigade Road,Lavelle Road
3844,3844,Matinee Bar & Kitchen,Casual Dining,4.2,340,17000,Yes,Yes,Bbq,Bellandur,Marathahalli
3845,3845,Matka,Casual Dining,3.5,27,7000,Yes,Yes,North Indian,Hsr,HSR
3846,3846,Matka House,Quick Bites,3.9,391,4500,Yes,No,North Indian,Marathahalli,Kaggadasapura
3847,3847,Matru Sagar,Quick Bites,3.6,84,2500,Yes,No,South Indian,Banashankari,Banashankari
3848,3848,Matsuri - The Chancery Hotel,"Casual Dining, Bar",4.4,183,18000,No,Yes,Japanese,Brigade Road,Lavelle Road
3849,3849,Matsya Loka,Quick Bites,3.6,153,4000,Yes,No,Seafood,Kalyan Nagar,Nagawara
3850,3850,Matsya Lunch Home,Quick Bites,3.7,10,4000,Yes,No,Mangalorean,Malleshwaram,Malleshwaram
3851,3851,Matteo Coffea,Cafe,4.2,858,6000,No,No,Cafe,Indiranagar,Indiranagar
3852,3852,Mavalli Tiffin Room (Mtr),Casual Dining,3.7,560,4000,No,No,South Indian,Whitefield,Whitefield
3853,3853,Maven Foods,Quick Bites,3.6,12,6500,No,No,Continental,Koramangala 4Th Block,Koramangala 4th Block
3854,3854,Mawa And Co,Bakery,2.8,40,3000,No,No,Bakery,Jayanagar,Jayanagar
3855,3855,Maxpresso,Cafe,4.1,323,7000,Yes,No,Cafe,Brigade Road,Koramangala 7th Block
3856,3856,Mayo N Burger,Quick Bites,3.2,4,2500,Yes,No,American,Indiranagar,Indiranagar
3857,3857,Mayonaise,Cafe,3.8,44,5000,Yes,No,Cafe,Kalyan Nagar,Banaswadi
3858,3858,Mayur,Casual Dining,3.6,18,5000,No,No,Andhra,"Byresandra,Tavarekere,Madiwala",BTM
3859,3859,Mayur Veg Restaurant,Quick Bites,2.8,40,2500,No,No,South Indian,Rajajinagar,Vijay Nagar
3860,3860,Mayura 1989,"Casual Dining, Bar",3.7,103,9000,No,No,Andhra,Rajajinagar,Rajajinagar
3861,3861,Mayura Grand,Casual Dining,3.5,20,4000,No,No,South Indian,Koramangala 4Th Block,Koramangala 6th Block
3862,3862,Mayura Grand Pure Veg Restaurant,Casual Dining,2.8,40,6000,No,No,North Indian,Koramangala 4Th Block,Koramangala 6th Block
3863,3863,Mayura Sagar,Quick Bites,3.6,194,2500,No,No,Chinese,Brookefield,Brookefield
3864,3864,Mayura Vybhava,Quick Bites,3.1,12,2500,No,No,South Indian,Whitefield,Whitefield
3865,3865,Mayuri,Casual Dining,2.5,79,7000,No,No,Andhra,New Bel Road,New BEL Road
3866,3866,Mayuri Multicuisine Restaurant,Casual Dining,3.6,12,5000,No,No,North Indian,Marathahalli,Marathahalli
3867,3867,Mazedaar,Quick Bites,3.2,10,3000,No,No,North Indian,Kalyan Nagar,HBR Layout
3868,3868,Maziga,Casual Dining,4.7,292,15000,No,No,Modern Indian,Whitefield,Whitefield
3869,3869,Mbr Dum Biryani County,Quick Bites,3.5,24,1500,No,No,Biryani,Electronic City,Electronic City
3870,3870,Mc Donald'S,Quick Bites,3.9,116,5000,No,No,Burger,Whitefield,Whitefield
3871,3871,Mcdonald'S,Quick Bites,2.7,92,5000,Yes,No,Burger,Frazer Town,Commercial Street
3872,3872,Mcdonald'S Play Place,Quick Bites,3.7,123,5000,Yes,No,Burger,Electronic City,Electronic City
3873,3873,Mcleans Italian Pizzeria,Delivery,3.4,30,5000,Yes,No,American,Brigade Road,Ejipura
3874,3874,Mdp Coffee House,Quick Bites,3.5,13,2000,No,No,South Indian,Brigade Road,Commercial Street
3875,3875,Me And My Cake,Bakery,3.5,18,5000,No,No,Bakery,Marathahalli,Marathahalli
3876,3876,Me N U,Quick Bites,2.8,40,5000,No,No,Finger Food,Bannerghatta Road,Bannerghatta Road
3877,3877,Meal & Biryani,Quick Bites,3.6,19,4500,Yes,No,Andhra,"Byresandra,Tavarekere,Madiwala",Bommanahalli
3878,3878,Meal In A Box,Delivery,3.6,15,3000,No,No,Street Food,Koramangala 4Th Block,Koramangala 7th Block
3879,3879,Meal Square,Delivery,3.2,8,6000,Yes,No,North Indian,Bannerghatta Road,Bannerghatta Road
3880,3880,Mealbox Inc.,Casual Dining,3.9,36,8000,Yes,No,North Indian,Marathahalli,Marathahalli
3881,3881,Mealer.In,Delivery,3.5,21,4500,Yes,No,North Indian,Marathahalli,Marathahalli
3882,3882,Mealsbaba,"Takeaway, Delivery",3.6,57,4000,Yes,No,North Indian,Koramangala 5Th Block,HSR
3883,3883,Mealstree,Delivery,3.6,162,4000,Yes,No,North Indian,Brookefield,Marathahalli
3884,3884,Meat And Eat,Quick Bites,2.8,39,5000,Yes,No,Fast Food,Bellandur,Sarjapur Road
3885,3885,Meat And Eat (Me),Quick Bites,3.6,97,5000,No,No,Fast Food,Old Airport Road,Old Airport Road
3886,3886,Meat Up Barbecue & More,Quick Bites,3.7,17,4000,No,No,Bbq,Kalyan Nagar,Kalyan Nagar
3887,3887,Meaza Ginger Multi Cuisine Restaurant,Casual Dining,3.6,91,5500,Yes,No,North Indian,Brigade Road,Indiranagar
3888,3888,Mecaf Family Restaurant,Casual Dining,3.9,214,4000,Yes,No,North Indian,Basavanagudi,BTM
3889,3889,Meena'S Kitchen,Delivery,3.5,10,4000,Yes,No,Continental,Brookefield,Marathahalli
3890,3890,Meenu Oota Da Maane,Casual Dining,3.0,22,7000,Yes,No,Seafood,Indiranagar,Brigade Road
3891,3891,Meeraa'S Beegara Oota,Casual Dining,3.8,258,5500,Yes,No,South Indian,Hsr,HSR
3892,3892,Mega Bite,Casual Dining,3.5,54,11000,No,Yes,North Indian,Whitefield,Whitefield
3893,3893,Meghana Biriyanis,Quick Bites,3.9,375,4000,Yes,No,Andhra,Kalyan Nagar,Nagawara
3894,3894,Meghana Biryani,Casual Dining,2.3,235,8000,Yes,No,North Indian,Bellandur,Bellandur
3895,3895,Meghana Foods,Casual Dining,4.2,1745,7500,Yes,Yes,Biryani,Indiranagar,Indiranagar
3896,3896,Meghana Foods Grand,Casual Dining,4.2,3334,6000,Yes,No,Biryani,Bellandur,Marathahalli
3897,3897,Meghana Grand,Casual Dining,3.5,131,8000,Yes,No,Biryani,Brookefield,Whitefield
3898,3898,Mehfil Family Restaurant,Quick Bites,3.0,81,7500,Yes,No,North Indian,Malleshwaram,Malleshwaram
3899,3899,Melange - Hotel Ekaa,Casual Dining,3.2,426,9000,Yes,Yes,North Indian,Electronic City,Electronic City
3900,3900,Melange - Radisson Blu,Fine Dining,4.5,785,27000,No,Yes,North Indian,Marathahalli,Marathahalli
3901,3901,Mel'S Korner,Quick Bites,3.7,95,5000,No,No,Fast Food,Lavelle Road,Church Street
3902,3902,Melt,Casual Dining,4.0,115,10000,No,No,Continental,"Byresandra,Tavarekere,Madiwala",BTM
3903,3903,Melt - Eden Park,Casual Dining,4.0,347,10000,Yes,Yes,North Indian,Bannerghatta Road,JP Nagar
3904,3904,Melting Melodies,Bakery,2.8,40,3000,No,No,Bakery,Banashankari,Banashankari
3905,3905,Melting Pot At Woodrose,Quick Bites,3.7,19,8000,Yes,No,North Indian,Bannerghatta Road,JP Nagar
3906,3906,Melting Spot,"Cafe, Dessert Parlor",4.0,134,6000,No,No,Cafe,Indiranagar,Indiranagar
3907,3907,Memories Of China - Taj Mg Road Bengaluru,Fine Dining,4.3,449,30000,No,Yes,Chinese,Brigade Road,MG Road
3908,3908,Meraki Patisserie,Bakery,3.3,6,3500,No,No,Bakery,"Byresandra,Tavarekere,Madiwala",Jayanagar
3909,3909,Meridian South - A Pure Vegetarian Restaurant,Casual Dining,2.8,40,6000,No,No,North Indian,Electronic City,Electronic City
3910,3910,Mesa Deli - Svenska Design Hotel,Casual Dining,3.2,9,6000,Yes,Yes,North Indian,Electronic City,Electronic City
3911,3911,Mesa Lounge Bar - Svenska Design Hotel,Lounge,3.5,49,15000,No,Yes,North Indian,Electronic City,Electronic City
3912,3912,Messy Bowl,Quick Bites,3.5,73,5000,No,No,Fast Food,Jayanagar,Banashankari
3913,3913,Messy Eats,"Bakery, Dessert Parlor",3.9,133,5000,No,No,Bakery,Malleshwaram,New BEL Road
3914,3914,Messy'S,Quick Bites,3.8,108,4000,Yes,No,Fast Food,Electronic City,Electronic City
3915,3915,Metrolicious,"Takeaway, Delivery",3.5,38,4000,Yes,No,North Indian,Whitefield,Whitefield
3916,3916,Mexican Burrito,"Takeaway, Delivery",4.0,160,4500,No,No,Mexican,New Bel Road,Sahakara Nagar
3917,3917,Mexican Taste,"Takeaway, Delivery",3.3,9,2000,Yes,No,Fast Food,Malleshwaram,New BEL Road
3919,3919,Mg'S Fine Dining & Bar - Springs Hotel & Spa,Casual Dining,3.8,21,8000,No,Yes,North Indian,Basavanagudi,Basavanagudi
3920,3920,Mid Night Hunting,"Takeaway, Delivery",3.7,127,3000,Yes,No,Fast Food,"Byresandra,Tavarekere,Madiwala",Ejipura
3921,3921,Midas Touch,Bakery,3.2,19,3000,No,No,Bakery,Brookefield,Brookefield
3922,3922,Mid-Night Crunch,"Takeaway, Delivery",3.6,455,4000,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",HSR
3923,3923,Midnight Eats,Delivery,3.0,114,5000,Yes,No,North Indian,Brigade Road,Frazer Town
3924,3924,Midnight Express,"Takeaway, Delivery",2.8,26,6500,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
3925,3925,Midnight Food Point,Delivery,2.7,37,5000,Yes,No,North Indian,Kalyan Nagar,Kalyan Nagar
3926,3926,Midnight Hunger Project,Delivery,3.2,6,3000,No,No,North Indian,New Bel Road,New BEL Road
3927,3927,Midnight Hunger Solutions 24/7,Delivery,2.1,252,5000,Yes,No,North Indian,Brigade Road,Indiranagar
3928,3928,Midnight Mania,Delivery,3.8,599,7000,Yes,No,Pizza,Brookefield,Marathahalli
3929,3929,Midnight Pizza Slurpp,Delivery,3.7,99,7000,No,No,Italian,Koramangala 4Th Block,Koramangala 4th Block
3930,3930,Midnight Restro,Delivery,3.4,55,5000,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
3931,3931,Midnight Special,Delivery,3.7,26,5000,Yes,No,North Indian,Koramangala 5Th Block,HSR
3932,3932,Mighty Paws,Cafe,4.0,136,5000,Yes,No,Cafe,Bellandur,Sarjapur Road
3933,3933,Mighty Small,"Casual Dining, Bar",4.1,258,12000,No,No,Continental,Indiranagar,MG Road
3934,3934,Mikusu - Conrad Bengaluru,Fine Dining,4.1,80,30000,No,Yes,Japanese,Brigade Road,Ulsoor
3935,3935,Milano Ice Cream,Dessert Parlor,4.5,197,4000,No,No,Ice Cream,Basavanagudi,Jayanagar
3936,3936,Milk N Shakes,Beverage Shop,3.7,45,3000,Yes,No,Beverages,Brigade Road,Koramangala 8th Block
3937,3937,Milkshake Kulture,Beverage Shop,3.5,10,3000,No,No,Beverages,Electronic City,Electronic City
3938,3938,Milkyway Ice Creams,Food Court,3.7,25,3000,Yes,No,Ice Cream,Bellandur,Bellandur
3939,3939,Milkyway Ice Creams & Fast Food,Quick Bites,2.8,40,2000,Yes,No,Fast Food,Brookefield,"ITPL Main Road, Whitefield"
3940,3940,Millennium Plaza,Casual Dining,3.4,19,7000,Yes,No,North Indian,Electronic City,Electronic City
3941,3941,Millers 46,Casual Dining,4.4,2266,11000,No,Yes,American,Church Street,Vasanth Nagar
3942,3942,Millet Mama,Quick Bites,3.9,18,2000,Yes,No,South Indian,Banashankari,Basavanagudi
3943,3943,Mimansa @ Foxtrot,Cafe,4.4,190,10000,Yes,Yes,Cafe,Hsr,Koramangala 3rd Block
3944,3944,Min Mini Punjabi Dhaba,Quick Bites,3.9,85,4000,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
3945,3945,Mini Adiga'S,Quick Bites,2.8,27,2500,No,No,South Indian,"Byresandra,Tavarekere,Madiwala",BTM
3946,3946,Mini Fast Food,Quick Bites,3.1,11,1500,No,No,Fast Food,Frazer Town,Frazer Town
3947,3947,Mini Forest,Quick Bites,3.3,6,5000,No,No,Fast Food,Bannerghatta Road,JP Nagar
3948,3948,Mini Punjabi Dhaba,Quick Bites,4.2,287,3500,Yes,No,North Indian,Banashankari,Banashankari
3949,3949,Mini Wok,Quick Bites,2.8,40,2000,No,No,Chinese,Indiranagar,Indiranagar
3950,3950,Minimelts,Dessert Parlor,3.9,66,2000,No,No,Ice Cream,Lavelle Road,Brigade Road
3951,3951,Ministry Of Food - Hilton Bangalore Embassy Golflinks,Fine Dining,4.2,468,30000,No,Yes,North Indian,Koramangala 4Th Block,Domlur
3952,3952,Mint And Mustard,Casual Dining,4.0,232,7500,Yes,No,North Indian,Banashankari,Basavanagudi
3953,3953,Mint Masala,Casual Dining,2.8,252,10000,No,No,North Indian,Church Street,Infantry Road
3954,3954,Mint Spice CafãÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Restaurant,Casual Dining,3.0,12,5000,Yes,No,North Indian,Bellandur,Bellandur
3955,3955,Mint Spice CafãÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Restaurant,Casual Dining,3.0,12,5000,Yes,No,North Indian,Sarjapur Road,Bellandur
3956,3956,Minuit 12,"Takeaway, Delivery",2.8,40,3500,Yes,No,North Indian,Marathahalli,Marathahalli
3957,3957,Minus 4,Dessert Parlor,3.2,4,3000,No,No,Desserts,Sarjapur Road,Sarjapur Road
3958,3958,Mira'S Ranna-Ghor,Delivery,3.6,15,2500,No,No,Bengali,Sarjapur Road,Sarjapur Road
3959,3959,Mirch,Quick Bites,3.7,94,4000,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",HSR
3960,3960,Mirch Masala,Quick Bites,3.4,6,5000,Yes,No,North Indian,Bannerghatta Road,JP Nagar
3961,3961,Mirchi Bites- Spice Heaven,Casual Dining,2.7,12,6500,Yes,No,Hyderabadi,Brookefield,Marathahalli
3962,3962,Miro Bar - Miraya Hotel & Residences,Lounge,3.8,26,20000,No,No,North Indian,Brookefield,Whitefield
3963,3963,Misal Darbar,Quick Bites,3.0,21,2000,Yes,No,Maharashtrian,Indiranagar,Indiranagar
3964,3964,Mishmash,"Casual Dining, Bar",3.9,1240,14000,Yes,No,Mediterranean,Bellandur,HSR
3965,3965,Mishra Pedha,Sweet Shop,3.3,4,3000,No,No,Mithai,Brigade Road,Richmond Road
3966,3966,Mishra'S Pedha Big Foods,Dessert Parlor,3.9,56,2000,No,No,Desserts,Basavanagudi,Jayanagar
3967,3967,Miss Momo,Quick Bites,3.2,10,2500,Yes,No,Tibetan,Basavanagudi,BTM
3968,3968,Mist N Creams,Dessert Parlor,3.6,19,4000,Yes,No,Ice Cream,Whitefield,Whitefield
3969,3969,Mistaan Sweets And Chaat,Sweet Shop,3.3,4,2000,Yes,No,Street Food,Koramangala 4Th Block,HSR
3970,3970,Misu,Casual Dining,4.4,266,17000,Yes,Yes,Asian,Old Airport Road,Indiranagar
3971,3971,Mithai Time,"Sweet Shop, Quick Bites",3.0,56,2000,Yes,No,Mithai,Brookefield,Whitefield
3972,3972,Mitraa Da Pizza,Delivery,2.8,40,2500,Yes,No,Fast Food,Kalyan Nagar,Kammanahalli
3973,3973,Mitran Da Junction,Quick Bites,4.1,320,6000,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 6th Block
3974,3974,Mizo Kitchen,Quick Bites,3.8,27,4000,No,No,North Eastern,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
3975,3975,Mk Biryani,Quick Bites,2.8,40,2500,No,No,Biryani,Kalyan Nagar,Kammanahalli
3976,3976,Mk Dabbawala,Delivery,2.6,29,4000,No,No,North Indian,Indiranagar,Indiranagar
3977,3977,Mm Bar & Restaurant,Bar,3.4,6,7000,No,No,South Indian,Brigade Road,Shivajinagar
3978,3978,Mockaholic Restro Beer Cafe,Bar,3.9,914,10000,Yes,No,North Indian,Basavanagudi,JP Nagar
3979,3979,Modern Restaurant,Casual Dining,3.0,17,4500,Yes,No,North Indian,Bannerghatta Road,BTM
3980,3980,Moghul Durbar Restaurant,Casual Dining,4.0,335,5500,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",Jayanagar
3981,3981,Moghul'S Restaurant,Casual Dining,3.0,49,7000,Yes,No,Mughlai,Kalyan Nagar,HBR Layout
3982,3982,Mojo Bites,Quick Bites,3.9,23,2500,No,No,Fast Food,Brookefield,Whitefield
3983,3983,Mojo Pizza - 2X Toppings,Delivery,4.1,91,6000,Yes,No,Pizza,Kalyan Nagar,Kammanahalli
3984,3984,Moksha,"Casual Dining, Bar",3.6,42,5000,Yes,No,Chinese,Jp Nagar,Kanakapura Road
3985,3985,Mom Made Food,Quick Bites,3.4,11,4000,No,No,Biryani,Frazer Town,Frazer Town
3986,3986,Momma'S Pastries Fine Bakery And Cafe,Bakery,3.4,10,5000,Yes,No,Bakery,Kalyan Nagar,Banaswadi
3987,3987,Momm'S The Kitchen,Casual Dining,3.4,7,5000,No,No,Andhra,Electronic City,Electronic City
3988,3988,Momo Bites,Food Court,3.0,21,3500,Yes,No,Tibetan,Marathahalli,Marathahalli
3989,3989,Momo Blues,Quick Bites,2.8,40,2000,Yes,No,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
3990,3990,Momo Cafe - Courtyard By Marriott,Casual Dining,4.1,282,20000,No,Yes,Asian,Sarjapur Road,Bellandur
3991,3991,Momo Corner,Kiosk,3.8,22,1500,No,No,Fast Food,Indiranagar,Old Airport Road
3992,3992,Momo Hut,Quick Bites,4.0,684,2500,Yes,No,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
3993,3993,Momo Jojo,Quick Bites,3.4,6,3000,Yes,No,Chinese,"Byresandra,Tavarekere,Madiwala",BTM
3994,3994,Momo Junction,Takeaway,3.8,30,1000,Yes,No,Fast Food,"Byresandra,Tavarekere,Madiwala",BTM
3995,3995,Momo King,Quick Bites,2.8,40,2000,Yes,No,Momos,Bannerghatta Road,Bannerghatta Road
3996,3996,Momo Mania,Quick Bites,3.8,26,3000,Yes,No,Momos,Marathahalli,Brookefield
3997,3997,Momo Rice Noodles,Casual Dining,3.8,221,4000,Yes,No,Chinese,Indiranagar,Ejipura
3998,3998,Momo Shop,Quick Bites,4.0,124,2000,Yes,No,Momos,Malleshwaram,RT Nagar
3999,3999,Momo Time,Quick Bites,2.8,40,6000,Yes,No,Momos,Bannerghatta Road,Bannerghatta Road
4000,4000,Momos & Me,"Takeaway, Delivery",2.8,40,2000,Yes,No,Chinese,Brookefield,Brookefield
4001,4001,Momos Corner,Quick Bites,3.1,15,2500,No,No,Chinese,Hsr,Bommanahalli
4002,4002,Momoz,Casual Dining,3.9,625,6000,No,No,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
4003,4003,Moms Flavor,Delivery,2.8,40,4000,No,No,North Indian,Bannerghatta Road,JP Nagar
4004,4004,Mom'S Momos,Quick Bites,3.3,6,3000,No,No,Chinese,Bannerghatta Road,Bannerghatta Road
4005,4005,Mom'S Rasoi,Quick Bites,3.5,14,3000,No,No,South Indian,Malleshwaram,Malleshwaram
4006,4006,Momscurry,Delivery,2.7,19,3000,Yes,No,North Indian,Indiranagar,East Bangalore
4007,4007,Monarch,Casual Dining,3.5,10,7000,No,No,North Indian,Lavelle Road,Brigade Road
4008,4008,Monet'S Bistro,Cafe,4.5,197,6000,No,No,Cafe,Indiranagar,Indiranagar
4009,4009,Mongolian Kitchen,Quick Bites,3.8,30,3000,No,No,Chinese,Jayanagar,BTM
4010,4010,Monkey Bar,Pub,4.3,3848,14000,Yes,No,American,Indiranagar,Indiranagar
4011,4011,Monsoon,Food Court,2.8,11,10000,No,No,Continental,Bellandur,Bellandur
4012,4012,Monsoon - The Park Bangalore,Fine Dining,4.1,274,30000,No,Yes,Italian,Lavelle Road,MG Road
4013,4013,Monsoon Express,"Takeaway, Delivery",3.4,7,16000,Yes,No,Continental,Brigade Road,MG Road
4014,4014,Mont Blanc Cafe,Cafe,3.8,35,6500,Yes,No,Cafe,Bellandur,Bellandur
4015,4015,Mooch Marod,Quick Bites,4.2,93,4000,No,No,North Indian,Koramangala 4Th Block,Koramangala 6th Block
4016,4016,Mood For Food,Casual Dining,4.0,151,8000,Yes,No,North Indian,Old Airport Road,Jeevan Bhima Nagar
